ID,FIR_ID,Accused_ID,Involvement_Type
6003,3749,1466,Primary
6004,3750,1079,Primary
6005,3750,2621,Conspirator
6006,3751,51,Primary
6007,3752,732,Primary
6008,3753,2998,Primary
6009,3754,167,Primary
6010,3755,112,Primary
6011,3755,1581,Abettor
6012,3756,1128,Primary
6013,3756,2203,Primary
6014,3757,742,Primary
6015,3758,2347,Primary
6016,3759,1637,Primary
6017,3759,2383,Abettor
6018,3760,2006,Primary
6019,3761,2327,Primary
6020,3762,2917,Primary
6021,3762,1609,Accomplice
6022,3763,47,Primary
6023,3764,882,Primary
6024,3764,438,Primary
6025,3765,757,Primary
6026,3766,2018,Primary
6027,3767,349,Primary
6028,3768,2031,Primary
6029,3768,574,Accomplice
6030,3769,1858,Primary
6031,3770,2273,Primary
6032,3770,1193,Primary
6033,3771,2143,Primary
6034,3771,2954,Primary
6035,3772,1659,Primary
6036,3773,1165,Primary
6037,3774,1293,Primary
6038,3775,1467,Primary
6039,3775,1052,Primary
6040,3776,2398,Primary
6041,3777,535,Primary
6042,3777,1200,Accomplice
6043,3778,1384,Primary
6044,3779,1417,Primary
6045,3779,873,Accomplice
6046,3780,612,Primary
6047,3781,327,Primary
6048,3781,1066,Abettor
6049,3782,713,Primary
6050,3783,1608,Primary
6051,3783,1911,Primary
6052,3784,1413,Primary
6053,3785,1149,Primary
6054,3785,1610,Accomplice
6055,3786,2786,Primary
6056,3787,768,Primary
6057,3787,2234,Primary
6058,3788,2243,Primary
6059,3789,2107,Primary
6060,3790,2879,Primary
6061,3791,101,Primary
6062,3792,1626,Primary
6063,3793,592,Primary
6064,3794,1006,Primary
6065,3794,373,Abettor
6066,3795,1487,Primary
6067,3795,1258,Accomplice
6068,3795,2543,Primary
6069,3796,929,Primary
6070,3796,579,Accomplice
6071,3797,2341,Primary
6072,3797,2549,Accomplice
6073,3798,1964,Primary
6074,3798,1827,Accomplice
6075,3799,1787,Primary
6076,3800,1291,Primary
6077,3800,219,Primary
6078,3801,1532,Primary
6079,3801,2904,Primary
6080,3801,421,Abettor
6081,3802,2482,Primary
6082,3803,2622,Primary
6083,3804,2277,Primary
6084,3805,234,Primary
6085,3805,2083,Conspirator
6086,3806,1717,Primary
6087,3807,170,Primary
6088,3807,2632,Abettor
6089,3808,408,Primary
6090,3808,1574,Primary
6091,3809,1106,Primary
6092,3809,1994,Primary
6093,3810,2262,Primary
6094,3811,31,Primary
6095,3812,118,Primary
6096,3813,2696,Primary
6097,3814,2310,Primary
6098,3815,989,Primary
6099,3816,595,Primary
6100,3816,57,Accomplice
6101,3817,1207,Primary
6102,3818,979,Primary
6103,3819,2989,Primary
6104,3819,1918,Accomplice
6105,3820,722,Primary
6106,3821,824,Primary
6107,3822,1077,Primary
6108,3822,1932,Primary
6109,3823,61,Primary
6110,3823,1637,Primary
6111,3823,1063,Accomplice
6112,3824,272,Primary
6113,3824,680,Primary
6114,3825,1451,Primary
6115,3825,2413,Primary
6116,3825,116,Primary
6117,3826,1045,Primary
6118,3826,1386,Primary
6119,3827,559,Primary
6120,3828,1864,Primary
6121,3828,636,Abettor
6122,3829,2190,Primary
6123,3829,2210,Primary
6124,3830,1789,Primary
6125,3830,2558,Conspirator
6126,3831,1766,Primary
6127,3832,2980,Primary
6128,3832,1522,Abettor
6129,3832,564,Abettor
6130,3833,18,Primary
6131,3834,1976,Primary
6132,3835,503,Primary
6133,3836,2131,Primary
6134,3837,1536,Primary
6135,3838,2895,Primary
6136,3838,1145,Primary
6137,3839,592,Primary
6138,3840,1051,Primary
6139,3841,2309,Primary
6140,3842,2334,Primary
6141,3843,2212,Primary
6142,3843,1815,Accomplice
6143,3843,2764,Conspirator
6144,3844,1625,Primary
6145,3845,941,Primary
6146,3846,304,Primary
6147,3846,1268,Accomplice
6148,3847,2098,Primary
6149,3847,838,Primary
6150,3847,275,Abettor
6151,3848,1839,Primary
6152,3849,734,Primary
6153,3849,399,Primary
6154,3850,2466,Primary
6155,3851,1861,Primary
6156,3852,944,Primary
6157,3853,159,Primary
6158,3853,2940,Primary
6159,3853,1098,Primary
6160,3854,2001,Primary
6161,3854,1013,Accomplice
6162,3854,2664,Primary
6163,3855,2020,Primary
6164,3855,57,Primary
6165,3855,537,Primary
6166,3856,1435,Primary
6167,3857,1415,Primary
6168,3857,402,Accomplice
6169,3857,2265,Primary
6170,3858,1243,Primary
6171,3858,2139,Abettor
6172,3858,364,Primary
6173,3859,1070,Primary
6174,3860,1818,Primary
6175,3860,1554,Accomplice
6176,3860,1482,Accomplice
6177,3861,1273,Primary
6178,3862,1773,Primary
6179,3862,1832,Primary
6180,3863,1467,Primary
6181,3864,1781,Primary
6182,3865,2458,Primary
6183,3866,389,Primary
6184,3867,2049,Primary
6185,3867,2055,Accomplice
6186,3868,163,Primary
6187,3869,1238,Primary
6188,3870,2480,Primary
6189,3870,1207,Accomplice
6190,3871,348,Primary
6191,3872,2233,Primary
6192,3873,1413,Primary
6193,3873,560,Conspirator
6194,3873,1825,Primary
6195,3874,2008,Primary
6196,3874,602,Accomplice
6197,3874,67,Primary
6198,3875,2047,Primary
6199,3875,845,Primary
6200,3876,288,Primary
6201,3877,1237,Primary
6202,3878,1224,Primary
6203,3879,988,Primary
6204,3879,2260,Accomplice
6205,3879,495,Primary
6206,3880,139,Primary
6207,3881,2233,Primary
6208,3881,550,Primary
6209,3881,1245,Primary
6210,3882,376,Primary
6211,3883,1732,Primary
6212,3884,1998,Primary
6213,3884,572,Conspirator
6214,3885,1915,Primary
6215,3886,2542,Primary
6216,3887,1856,Primary
6217,3887,2120,Primary
6218,3887,726,Abettor
6219,3888,1944,Primary
6220,3888,505,Accomplice
6221,3888,1632,Primary
6222,3889,154,Primary
6223,3890,2466,Primary
6224,3891,2995,Primary
6225,3891,2580,Abettor
6226,3891,2992,Primary
6227,3892,969,Primary
6228,3893,209,Primary
6229,3893,1536,Primary
6230,3894,2569,Primary
6231,3895,2621,Primary
6232,3896,2807,Primary
6233,3896,2296,Primary
6234,3897,999,Primary
6235,3898,635,Primary
6236,3898,1458,Abettor
6237,3899,1238,Primary
6238,3900,100,Primary
6239,3900,1672,Primary
6240,3900,1241,Primary
6241,3901,1912,Primary
6242,3901,2665,Primary
6243,3901,1195,Accomplice
6244,3902,1258,Primary
6245,3903,1669,Primary
6246,3903,2640,Accomplice
6247,3904,957,Primary
6248,3905,2337,Primary
6249,3906,2098,Primary
6250,3907,1822,Primary
6251,3907,1410,Primary
6252,3908,1459,Primary
6253,3909,621,Primary
6254,3909,2413,Accomplice
6255,3910,858,Primary
6256,3910,2578,Primary
6257,3911,2003,Primary
6258,3911,1527,Accomplice
6259,3912,2417,Primary
6260,3912,2569,Abettor
6261,3913,1086,Primary
6262,3914,1195,Primary
6263,3915,841,Primary
6264,3915,337,Primary
6265,3916,822,Primary
6266,3916,624,Primary
6267,3917,1787,Primary
6268,3917,352,Primary
6269,3917,1325,Primary
6270,3918,1125,Primary
6271,3919,566,Primary
6272,3920,491,Primary
6273,3920,162,Conspirator
6274,3921,1018,Primary
6275,3922,2991,Primary
6276,3922,2514,Conspirator
6277,3923,2178,Primary
6278,3924,249,Primary
6279,3925,2493,Primary
6280,3926,1517,Primary
6281,3927,1421,Primary
6282,3928,818,Primary
6283,3928,1115,Abettor
6284,3929,2361,Primary
6285,3930,2887,Primary
6286,3931,818,Primary
6287,3931,327,Primary
6288,3932,515,Primary
6289,3933,920,Primary
6290,3934,578,Primary
6291,3934,2677,Accomplice
6292,3935,716,Primary
6293,3936,1857,Primary
6294,3936,1450,Abettor
6295,3937,1330,Primary
6296,3938,2812,Primary
6297,3939,1690,Primary
6298,3940,170,Primary
6299,3941,580,Primary
6300,3942,959,Primary
6301,3943,844,Primary
6302,3944,2614,Primary
6303,3945,2669,Primary
6304,3946,1981,Primary
6305,3947,1381,Primary
6306,3948,2807,Primary
6307,3949,2523,Primary
6308,3949,2387,Accomplice
6309,3949,1382,Primary
6310,3950,1914,Primary
6311,3950,1019,Accomplice
6312,3951,2262,Primary
6313,3951,2307,Conspirator
6314,3952,81,Primary
6315,3953,1627,Primary
6316,3953,1082,Abettor
6317,3954,636,Primary
6318,3955,1178,Primary
6319,3956,1688,Primary
6320,3957,1029,Primary
6321,3958,2344,Primary
6322,3959,1539,Primary
6323,3960,1719,Primary
6324,3961,2233,Primary
6325,3961,909,Abettor
6326,3961,423,Accomplice
6327,3962,2318,Primary
6328,3963,1478,Primary
6329,3964,2453,Primary
6330,3964,1220,Primary
6331,3965,254,Primary
6332,3965,1047,Accomplice
6333,3966,753,Primary
6334,3966,2393,Abettor
6335,3966,2091,Primary
6336,3967,1213,Primary
6337,3968,319,Primary
6338,3969,2379,Primary
6339,3970,2345,Primary
6340,3971,2307,Primary
6341,3971,1675,Accomplice
6342,3972,1883,Primary
6343,3973,10,Primary
6344,3974,1023,Primary
6345,3975,2305,Primary
6346,3976,277,Primary
6347,3977,1964,Primary
6348,3978,2298,Primary
6349,3978,105,Abettor
6350,3979,192,Primary
6351,3979,388,Accomplice
6352,3980,1373,Primary
6353,3980,1712,Primary
6354,3981,1784,Primary
6355,3982,2106,Primary
6356,3983,527,Primary
6357,3984,1517,Primary
6358,3984,210,Primary
6359,3985,905,Primary
6360,3985,1583,Primary
6361,3986,1996,Primary
6362,3987,958,Primary
6363,3988,230,Primary
6364,3988,770,Primary
6365,3988,457,Primary
6366,3989,2374,Primary
6367,3989,700,Primary
6368,3990,964,Primary
6369,3991,2793,Primary
6370,3991,927,Primary
6371,3992,904,Primary
6372,3992,989,Primary
6373,3993,503,Primary
6374,3993,2739,Primary
6375,3994,2838,Primary
6376,3995,551,Primary
6377,3996,2806,Primary
6378,3996,2974,Accomplice
6379,3997,2689,Primary
6380,3998,2695,Primary
6381,3998,2469,Accomplice
6382,3998,2821,Primary
6383,3999,271,Primary
6384,4000,726,Primary
6385,4001,396,Primary
6386,4002,2637,Primary
6387,4003,2139,Primary
6388,4003,2883,Primary
6389,4003,1729,Accomplice
6390,4004,2015,Primary
6391,4004,2365,Accomplice
6392,4004,1086,Conspirator
6393,4005,2807,Primary
6394,4005,549,Accomplice
6395,4005,2729,Primary
6396,4006,2818,Primary
6397,4007,1013,Primary
6398,4007,1441,Abettor
6399,4008,2676,Primary
6400,4009,480,Primary
6401,4009,1878,Primary
6402,4010,2633,Primary
6403,4011,2850,Primary
6404,4011,2564,Abettor
6405,4011,1064,Primary
6406,4012,313,Primary
6407,4012,1199,Accomplice
6408,4012,2450,Accomplice
6409,4013,2178,Primary
6410,4014,658,Primary
6411,4015,1480,Primary
6412,4016,689,Primary
6413,4017,1000,Primary
6414,4018,1413,Primary
6415,4018,2414,Primary
6416,4018,2164,Primary
6417,4019,1732,Primary
6418,4020,181,Primary
6419,4020,2553,Primary
6420,4021,1781,Primary
6421,4022,572,Primary
6422,4022,47,Primary
6423,4022,2163,Primary
6424,4023,1028,Primary
6425,4024,368,Primary
6426,4025,1678,Primary
6427,4025,2533,Conspirator
6428,4026,1858,Primary
6429,4027,1050,Primary
6430,4028,2116,Primary
6431,4029,1880,Primary
6432,4029,1287,Primary
6433,4030,1134,Primary
6434,4031,1696,Primary
6435,4032,1338,Primary
6436,4032,1732,Primary
6437,4032,984,Primary
6438,4033,2357,Primary
6439,4034,1042,Primary
6440,4034,2631,Primary
6441,4034,2118,Abettor
6442,4035,2924,Primary
6443,4035,885,Primary
6444,4035,2189,Primary
6445,4036,1664,Primary
6446,4036,2010,Primary
6447,4036,1464,Conspirator
6448,4037,1731,Primary
6449,4037,1095,Primary
6450,4038,1904,Primary
6451,4039,2790,Primary
6452,4039,1250,Abettor
6453,4040,667,Primary
6454,4041,511,Primary
6455,4042,1555,Primary
6456,4043,59,Primary
6457,4044,1015,Primary
6458,4045,2557,Primary
6459,4046,1884,Primary
6460,4047,858,Primary
6461,4047,2489,Conspirator
6462,4048,225,Primary
6463,4049,552,Primary
6464,4049,2011,Abettor
6465,4050,1396,Primary
6466,4050,491,Primary
6467,4050,405,Accomplice
6468,4051,315,Primary
6469,4051,1752,Abettor
6470,4052,406,Primary
6471,4052,978,Primary
6472,4052,1276,Accomplice
6473,4053,193,Primary
6474,4053,1983,Abettor
6475,4054,2241,Primary
6476,4054,686,Accomplice
6477,4055,2388,Primary
6478,4056,2684,Primary
6479,4057,823,Primary
6480,4058,1565,Primary
6481,4059,2922,Primary
6482,4059,942,Primary
6483,4060,342,Primary
6484,4061,1639,Primary
6485,4061,1187,Conspirator
6486,4061,2912,Primary
6487,4062,1613,Primary
6488,4063,508,Primary
6489,4063,1027,Primary
6490,4064,2632,Primary
6491,4065,527,Primary
6492,4066,1117,Primary
6493,4066,990,Primary
6494,4066,2185,Conspirator
6495,4067,2775,Primary
6496,4068,1087,Primary
6497,4068,2975,Conspirator
6498,4069,2632,Primary
6499,4070,2017,Primary
6500,4071,2118,Primary
6501,4071,2259,Primary
6502,4072,1671,Primary
6503,4072,2591,Primary
6504,4073,2124,Primary
6505,4074,2870,Primary
6506,4074,21,Primary
6507,4075,1867,Primary
6508,4076,61,Primary
6509,4077,2204,Primary
6510,4077,2053,Primary
6511,4078,284,Primary
6512,4078,181,Accomplice
6513,4078,2445,Conspirator
6514,4079,2114,Primary
6515,4079,2556,Abettor
6516,4080,2393,Primary
6517,4081,1591,Primary
6518,4081,2867,Primary
6519,4082,2254,Primary
6520,4082,1719,Abettor
6521,4083,2357,Primary
6522,4084,1579,Primary
6523,4085,760,Primary
6524,4086,2674,Primary
6525,4087,1472,Primary
6526,4088,559,Primary
6527,4088,126,Primary
6528,4089,1139,Primary
6529,4090,2211,Primary
6530,4091,1956,Primary
6531,4092,189,Primary
6532,4093,170,Primary
6533,4094,304,Primary
6534,4094,2026,Primary
6535,4095,2195,Primary
6536,4095,1334,Conspirator
6537,4096,1378,Primary
6538,4096,551,Abettor
6539,4097,1244,Primary
6540,4098,2549,Primary
6541,4099,1904,Primary
6542,4099,1795,Accomplice
6543,4099,2753,Primary
6544,4100,892,Primary
6545,4101,2240,Primary
6546,4101,1328,Primary
6547,4102,382,Primary
6548,4102,2194,Primary
6549,4102,392,Primary
6550,4103,1580,Primary
6551,4104,1315,Primary
6552,4104,2848,Primary
6553,4105,457,Primary
6554,4106,735,Primary
6555,4107,254,Primary
6556,4107,1070,Primary
6557,4107,805,Primary
6558,4108,279,Primary
6559,4109,2415,Primary
6560,4110,1035,Primary
6561,4110,1911,Accomplice
6562,4111,1121,Primary
6563,4112,1143,Primary
6564,4112,267,Accomplice
6565,4113,479,Primary
6566,4113,2289,Primary
6567,4114,1880,Primary
6568,4114,825,Abettor
6569,4115,1253,Primary
6570,4115,2161,Conspirator
6571,4116,1750,Primary
6572,4116,1490,Primary
6573,4116,1050,Primary
6574,4117,558,Primary
6575,4117,2671,Primary
6576,4117,2029,Accomplice
6577,4118,795,Primary
6578,4119,1563,Primary
6579,4119,629,Abettor
6580,4120,963,Primary
6581,4121,849,Primary
6582,4122,545,Primary
6583,4123,2718,Primary
6584,4123,867,Conspirator
6585,4124,963,Primary
6586,4124,2790,Primary
6587,4125,791,Primary
6588,4126,25,Primary
6589,4126,1394,Abettor
6590,4127,374,Primary
6591,4127,835,Primary
6592,4128,1871,Primary
6593,4128,546,Primary
6594,4129,1174,Primary
6595,4129,1727,Accomplice
6596,4130,1396,Primary
6597,4131,61,Primary
6598,4131,630,Primary
6599,4132,2293,Primary
6600,4132,2420,Primary
6601,4133,499,Primary
6602,4134,1724,Primary
6603,4135,762,Primary
6604,4136,2637,Primary
6605,4136,521,Accomplice
6606,4137,736,Primary
6607,4138,2318,Primary
6608,4139,898,Primary
6609,4140,1014,Primary
6610,4140,1951,Accomplice
6611,4140,1683,Primary
6612,4141,739,Primary
6613,4141,453,Abettor
6614,4142,527,Primary
6615,4142,2573,Primary
6616,4143,1683,Primary
6617,4143,1210,Abettor
6618,4143,892,Primary
6619,4144,2271,Primary
6620,4145,2916,Primary
6621,4145,2333,Abettor
6622,4146,2896,Primary
6623,4146,578,Accomplice
6624,4147,804,Primary
6625,4148,2378,Primary
6626,4148,550,Accomplice
6627,4148,2766,Primary
6628,4149,2626,Primary
6629,4150,1495,Primary
6630,4151,2804,Primary
6631,4151,688,Primary
6632,4152,2744,Primary
6633,4153,2552,Primary
6634,4154,2707,Primary
6635,4155,495,Primary
6636,4156,84,Primary
6637,4156,715,Conspirator
6638,4156,881,Primary
6639,4157,1410,Primary
6640,4158,2488,Primary
6641,4158,2990,Primary
6642,4158,1871,Abettor
6643,4159,1712,Primary
6644,4160,2196,Primary
6645,4160,2620,Primary
6646,4160,2334,Conspirator
6647,4161,1766,Primary
6648,4162,1710,Primary
6649,4162,578,Accomplice
6650,4163,22,Primary
6651,4164,1591,Primary
6652,4165,685,Primary
6653,4166,326,Primary
6654,4166,709,Primary
6655,4167,2180,Primary
6656,4167,2098,Abettor
6657,4168,766,Primary
6658,4168,88,Accomplice
6659,4169,2046,Primary
6660,4170,217,Primary
6661,4170,1593,Primary
6662,4171,1322,Primary
6663,4171,2259,Abettor
6664,4171,2857,Accomplice
6665,4172,2764,Primary
6666,4173,2416,Primary
6667,4173,2417,Primary
6668,4174,2178,Primary
6669,4174,1537,Primary
6670,4175,1965,Primary
6671,4175,1354,Abettor
6672,4176,790,Primary
6673,4177,2006,Primary
6674,4178,1115,Primary
6675,4179,1493,Primary
6676,4179,2420,Conspirator
6677,4180,577,Primary
6678,4181,968,Primary
6679,4182,783,Primary
6680,4183,264,Primary
6681,4184,2789,Primary
6682,4184,791,Primary
6683,4185,1469,Primary
6684,4185,1788,Abettor
6685,4186,983,Primary
6686,4186,386,Primary
6687,4186,1142,Primary
6688,4187,188,Primary
6689,4187,1971,Abettor
6690,4188,2804,Primary
6691,4189,1485,Primary
6692,4190,1632,Primary
6693,4190,2558,Accomplice
6694,4191,2228,Primary
6695,4192,1901,Primary
6696,4193,1766,Primary
6697,4194,1386,Primary
6698,4195,791,Primary
6699,4196,1946,Primary
6700,4197,1748,Primary
6701,4198,2279,Primary
6702,4198,2370,Primary
6703,4198,1058,Primary
6704,4199,2448,Primary
6705,4199,1656,Primary
6706,4200,2689,Primary
6707,4201,2376,Primary
6708,4202,322,Primary
6709,4203,2877,Primary
6710,4203,166,Primary
6711,4204,2257,Primary
6712,4205,2967,Primary
6713,4206,120,Primary
6714,4206,1887,Primary
6715,4207,100,Primary
6716,4207,103,Primary
6717,4208,559,Primary
6718,4209,1559,Primary
6719,4210,2382,Primary
6720,4210,633,Primary
6721,4210,2159,Primary
6722,4211,995,Primary
6723,4211,1575,Primary
6724,4211,2035,Primary
6725,4212,1076,Primary
6726,4213,2928,Primary
6727,4214,2631,Primary
6728,4214,867,Primary
6729,4215,558,Primary
6730,4215,234,Primary
6731,4216,1649,Primary
6732,4217,2146,Primary
6733,4217,1719,Abettor
6734,4218,1487,Primary
6735,4218,178,Primary
6736,4218,1273,Primary
6737,4219,2203,Primary
6738,4219,1052,Accomplice
6739,4220,228,Primary
6740,4221,1737,Primary
6741,4222,2017,Primary
6742,4222,727,Primary
6743,4222,1503,Conspirator
6744,4223,1946,Primary
6745,4224,1291,Primary
6746,4224,2152,Accomplice
6747,4225,1106,Primary
6748,4226,952,Primary
6749,4226,675,Primary
6750,4227,553,Primary
6751,4227,2979,Primary
6752,4228,2623,Primary
6753,4228,1519,Abettor
6754,4229,1875,Primary
6755,4230,1500,Primary
6756,4231,2973,Primary
6757,4231,301,Accomplice
6758,4231,629,Primary
6759,4232,1788,Primary
6760,4233,354,Primary
6761,4233,1777,Primary
6762,4234,2064,Primary
6763,4234,2956,Accomplice
6764,4235,2705,Primary
6765,4235,861,Accomplice
6766,4235,904,Abettor
6767,4236,2561,Primary
6768,4237,2568,Primary
6769,4238,29,Primary
6770,4239,2034,Primary
6771,4239,2077,Primary
6772,4240,2082,Primary
6773,4240,2981,Accomplice
6774,4241,1294,Primary
6775,4242,1413,Primary
6776,4243,1469,Primary
6777,4243,2420,Primary
6778,4244,2653,Primary
6779,4245,72,Primary
6780,4246,2378,Primary
6781,4246,1139,Primary
6782,4246,1169,Accomplice
6783,4247,979,Primary
6784,4247,1623,Primary
6785,4248,2035,Primary
6786,4249,1055,Primary
6787,4250,1115,Primary
6788,4251,2892,Primary
6789,4251,2847,Primary
6790,4252,1956,Primary
6791,4253,1203,Primary
6792,4254,1184,Primary
6793,4255,945,Primary
6794,4255,2394,Primary
6795,4255,2819,Primary
6796,4256,1442,Primary
6797,4257,1002,Primary
6798,4258,627,Primary
6799,4259,1705,Primary
6800,4259,2549,Abettor
6801,4260,2659,Primary
6802,4261,2659,Primary
6803,4261,776,Primary
6804,4262,583,Primary
6805,4263,2108,Primary
6806,4263,1043,Primary
6807,4264,2109,Primary
6808,4265,609,Primary
6809,4266,1944,Primary
6810,4267,2231,Primary
6811,4267,991,Primary
6812,4268,1589,Primary
6813,4268,1203,Accomplice
6814,4269,359,Primary
6815,4269,2994,Conspirator
6816,4269,2312,Primary
6817,4270,2707,Primary
6818,4270,762,Primary
6819,4271,560,Primary
6820,4272,770,Primary
6821,4273,2875,Primary
6822,4274,2228,Primary
6823,4275,302,Primary
6824,4275,2419,Accomplice
6825,4276,498,Primary
6826,4276,511,Primary
6827,4277,2388,Primary
6828,4278,66,Primary
6829,4278,370,Conspirator
6830,4278,1025,Primary
6831,4279,2490,Primary
6832,4280,222,Primary
6833,4280,2848,Primary
6834,4281,2195,Primary
6835,4281,2607,Accomplice
6836,4282,2329,Primary
6837,4283,2392,Primary
6838,4283,1646,Primary
6839,4283,2638,Primary
6840,4284,1544,Primary
6841,4285,2873,Primary
6842,4286,859,Primary
6843,4287,1923,Primary
6844,4287,524,Accomplice
6845,4288,1772,Primary
6846,4288,1344,Primary
6847,4288,1801,Primary
6848,4289,923,Primary
6849,4290,527,Primary
6850,4291,1035,Primary
6851,4291,2599,Abettor
6852,4291,2573,Accomplice
6853,4292,1415,Primary
6854,4293,1408,Primary
6855,4293,947,Primary
6856,4294,1205,Primary
6857,4295,1003,Primary
6858,4296,2987,Primary
6859,4296,1035,Primary
6860,4296,2664,Abettor
6861,4297,1793,Primary
6862,4298,1730,Primary
6863,4298,1873,Abettor
6864,4298,1930,Abettor
6865,4299,1495,Primary
6866,4300,655,Primary
6867,4301,209,Primary
6868,4302,1537,Primary
6869,4303,1208,Primary
6870,4304,2196,Primary
6871,4305,131,Primary
6872,4305,1977,Primary
6873,4306,2267,Primary
6874,4307,649,Primary
6875,4308,1911,Primary
6876,4309,1171,Primary
6877,4310,1036,Primary
6878,4311,1462,Primary
6879,4311,1479,Primary
6880,4311,787,Primary
6881,4312,2779,Primary
6882,4313,329,Primary
6883,4313,646,Accomplice
6884,4314,1688,Primary
6885,4314,1529,Accomplice
6886,4315,1140,Primary
6887,4316,1880,Primary
6888,4317,2710,Primary
6889,4317,2268,Primary
6890,4318,1727,Primary
6891,4318,520,Accomplice
6892,4319,362,Primary
6893,4319,1481,Accomplice
6894,4319,2717,Primary
6895,4320,1956,Primary
6896,4321,222,Primary
6897,4322,418,Primary
6898,4322,1177,Primary
6899,4323,2712,Primary
6900,4324,324,Primary
6901,4324,2260,Primary
6902,4325,1625,Primary
6903,4325,2943,Primary
6904,4326,1750,Primary
6905,4326,2800,Primary
6906,4327,2313,Primary
6907,4328,732,Primary
6908,4329,2904,Primary
6909,4329,1429,Accomplice
6910,4330,1975,Primary
6911,4330,234,Primary
6912,4331,2740,Primary
6913,4331,2057,Abettor
6914,4332,444,Primary
6915,4333,1810,Primary
6916,4334,2364,Primary
6917,4334,858,Primary
6918,4335,1574,Primary
6919,4335,2127,Primary
6920,4336,1486,Primary
6921,4337,2863,Primary
6922,4338,135,Primary
6923,4339,939,Primary
6924,4339,1552,Primary
6925,4339,753,Accomplice
6926,4340,2473,Primary
6927,4340,1057,Accomplice
6928,4341,1193,Primary
6929,4341,1768,Conspirator
6930,4341,604,Accomplice
6931,4342,2702,Primary
6932,4343,1460,Primary
6933,4344,61,Primary
6934,4345,43,Primary
6935,4346,2630,Primary
6936,4346,1930,Primary
6937,4346,1835,Abettor
6938,4347,585,Primary
6939,4348,1291,Primary
6940,4349,1408,Primary
6941,4350,2554,Primary
6942,4351,2837,Primary
6943,4351,991,Abettor
6944,4351,2753,Primary
6945,4352,656,Primary
6946,4353,1087,Primary
6947,4354,1167,Primary
6948,4354,104,Accomplice
6949,4355,2273,Primary
6950,4356,1674,Primary
6951,4356,2672,Conspirator
6952,4357,1785,Primary
6953,4357,527,Accomplice
6954,4357,1881,Primary
6955,4358,2229,Primary
6956,4359,410,Primary
6957,4360,328,Primary
6958,4361,114,Primary
6959,4361,2496,Accomplice
6960,4362,2918,Primary
6961,4362,584,Conspirator
6962,4363,464,Primary
6963,4363,527,Primary
6964,4363,387,Abettor
6965,4364,1136,Primary
6966,4364,1599,Primary
6967,4365,1427,Primary
6968,4366,1854,Primary
6969,4367,523,Primary
6970,4368,575,Primary
6971,4368,2601,Primary
6972,4369,59,Primary
6973,4369,2405,Accomplice
6974,4369,2084,Primary
6975,4370,978,Primary
6976,4371,2368,Primary
6977,4372,2907,Primary
6978,4373,1930,Primary
6979,4374,415,Primary
6980,4374,2935,Accomplice
6981,4375,1669,Primary
6982,4375,2045,Primary
6983,4376,2299,Primary
6984,4377,1290,Primary
6985,4378,2404,Primary
6986,4379,2125,Primary
6987,4380,837,Primary
6988,4381,1516,Primary
6989,4381,2346,Primary
6990,4382,1571,Primary
6991,4382,573,Accomplice
6992,4383,1776,Primary
6993,4383,1835,Primary
6994,4384,1925,Primary
6995,4385,1081,Primary
6996,4386,1578,Primary
6997,4386,2127,Primary
6998,4387,2972,Primary
6999,4387,2066,Primary
7000,4387,71,Primary
7001,4388,2373,Primary
7002,4389,2689,Primary
7003,4390,2341,Primary
7004,4390,808,Primary
7005,4390,782,Conspirator
7006,4391,2099,Primary
7007,4391,897,Abettor
7008,4392,407,Primary
7009,4393,1801,Primary
7010,4394,1750,Primary
7011,4395,2532,Primary
7012,4395,2881,Primary
7013,4396,2354,Primary
7014,4397,1770,Primary
7015,4398,2663,Primary
7016,4398,2361,Primary
7017,4399,1278,Primary
7018,4399,2130,Primary
7019,4400,269,Primary
7020,4400,1067,Primary
7021,4401,460,Primary
7022,4401,297,Primary
7023,4402,1576,Primary
7024,4402,151,Accomplice
7025,4403,202,Primary
7026,4404,1852,Primary
7027,4404,766,Accomplice
7028,4405,1232,Primary
7029,4405,1836,Conspirator
7030,4405,2480,Primary
7031,4406,2021,Primary
7032,4407,1939,Primary
7033,4407,338,Primary
7034,4407,2991,Accomplice
7035,4408,1724,Primary
7036,4409,2277,Primary
7037,4410,487,Primary
7038,4410,709,Conspirator
7039,4410,1719,Primary
7040,4411,2218,Primary
7041,4411,628,Accomplice
7042,4411,644,Accomplice
7043,4412,1469,Primary
7044,4412,2689,Accomplice
7045,4413,2207,Primary
7046,4414,2753,Primary
7047,4415,1630,Primary
7048,4415,1692,Primary
7049,4416,272,Primary
7050,4416,2111,Primary
7051,4417,725,Primary
7052,4417,1568,Abettor
7053,4417,587,Primary
7054,4418,1285,Primary
7055,4418,2414,Primary
7056,4419,141,Primary
7057,4420,1945,Primary
7058,4421,1817,Primary
7059,4422,933,Primary
7060,4422,2732,Accomplice
7061,4423,2082,Primary
7062,4423,920,Accomplice
7063,4424,2425,Primary
7064,4425,707,Primary
7065,4426,251,Primary
7066,4426,2328,Primary
7067,4427,1924,Primary
7068,4427,2657,Abettor
7069,4428,1602,Primary
7070,4428,829,Accomplice
7071,4429,2386,Primary
7072,4429,945,Primary
7073,4430,1114,Primary
7074,4431,675,Primary
7075,4431,2036,Primary
7076,4432,1124,Primary
7077,4432,2696,Primary
7078,4433,1853,Primary
7079,4434,1365,Primary
7080,4434,2591,Primary
